rank, rank_change, rider_name, team, nationality, PCS_points, PCS_points_change, UCI_points, one_day_race, GC, TT, Sprint, Climber, age, height, weight, year_wins, all_year_wins, all_year_GT, all_classics, years_active, race_km, race_days
1133, 3, Genov Nikolay,  , Bulgaria, 16, 15, 35, 1, 14, 47, 36, 0, 24,  ,  , 0, 0, 0, 0, 5, 4111, 34
1134, 3, Lavrič Martin,  , Slovenia, 16, 4, 29, 7, 28, 0, 16, 8, 22, 1.75, 64, 0, 0, 0, 0, 5, 2539, 18
1135, 3, Wildauer Markus,  , Austria, 16, 10, 40, 18, 11, 64, 39, 4, 23,  ,  , 0, 0, 0, 0, 4, 1105, 10
1136, 4, Garrison Ian, Deceuninck - Quick Step, United States, 16, -21, 1, 15, 78, 147, 91, 15, 23, 1.93, 76, 0, 1, 1, 0, 5, 6419, 48
1137, 4, Scheihing Gerald,  , Chile, 16, 16, 25, 16, 0, 0, 0, 0, 22,  ,  , 0, 0, 0, 0, 1, 140, 1
1138, 4, Puzanov Dmitry,  , Russia, 16, 12, 28, 16, 41, 36, 123, 19, 39,  ,  , 0, 0, 0, 0, 15, 677, 6
1139, 4, Taillandier Axel,  , France, 16, 16, 28, 0, 12, 0, 40, 15, 22,  ,  , 0, 0, 0, 0, 1, 2433, 18
1140, 4, Syritsa Gleb, Lokosphinx, Russia, 16, 6, 43, 25, 1, 6, 86, 0, 21,  ,  , 1, 0, 0, 0, 3, 2296, 18
1141, 4, Levy William Blume, ColoQuick, Denmark, 16, 16, 41, 15, 1, 14, 0, 0, 20,  ,  , 1, 0, 0, 0, 1, 4086, 30
1142, 4, Boven Lars, Jumbo-Visma Development Team, Netherlands, 16, 9, 21, 0, 4, 60, 2, 0, 20,  ,  , 2, 0, 0, 0, 2, 5045, 38
1143, 4, Barrett Travis,  , South Africa, 16, 11, 90, 16, 0, 0, 2, 4, 22,  ,  , 0, 0, 0, 0, 4, 519, 4
1144, 4, Bilyi Maksym, D'Amico - UM Tools, Ukraine, 16, 16, 85, 0, 16, 6, 8, 7, 20, 1.65, 56, 1, 0, 0, 0, 1, 6793, 55
1145, 4, Clynhens Toon,  , Belgium, 16, 16, 51, 0, 14, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 1378, 11
1146, 4, Rangel Costa Vinicius,  , Brazil, 16, 16, 40, 16, 0, 0, 0, 1, 20, 1.78, 64, 0, 0, 0, 0, 1, 161, 1
1147, 4, Oliver Ben,  , New Zealand, 16, 16, 34, 1, 11, 5, 42, 0, 24, 1.83, 71, 0, 0, 0, 0, 1, 845, 8
1148, -270, Lopez Harold Martin, Best PC Ecuador, Ecuador, 16, 25, 58, 0, 17, 12, 79, 26, 20,  ,  , 1, 0, 0, 0, 2, 2912, 27
1149, 3, Cerovic Goran,  , Montenegro, 15, 0, 25, 52, 0, 30, 1, 0, 33,  ,  , 1, 4, 0, 0, 7, 506, 6
1150, 3, Williams Justin,  , Belize, 15, 15, 50, 15, 0, 0, 0, 0, 32,  ,  , 1, 1, 0, 0, 1, 140, 3
1151, 3, Henttala Joonas, Team Novo Nordisk, Finland, 15, 8, 50, 57, 17, 13, 22, 8, 30, 1.87, 73, 1, 1, 0, 4, 10, 4144, 32
1152, 3, Chaman Lauro Cesar,  , Brazil, 15, 0, 25, 0, 0, 77, 0, 0, 34,  ,  , 1, 2, 0, 0, 4, 21, 2
1153, 3, Marsh Robert,  , Antigua and Barbuda, 15, -7, 25, 22, 0, 64, 1, 0, 52,  ,  , 1, 3, 0, 0, 7, 0, 1
1154, 3, Jang Kyung-Gu,  , South Korea, 15, -16, 50, 119, 67, 106, 123, 51, 31,  ,  , 1, 4, 0, 0, 12, 0, 1
1155, 3, Ramos Kléber,  , Brazil, 15, -15, 50, 47, 94, 6, 682, 95, 36, 1.67, 65, 1, 2, 0, 0, 18, 0, 1
1156, 3, Van Breussegem Elias, Tarteletto - Isorex, Belgium, 15, 12, 40, 67, 14, 89, 84, 0, 29, 1.79, 66, 1, 0, 0, 0, 7, 2715, 24
1157, 3, Asconeguy Roderick,  , Uruguay, 15, 13, 50, 15, 0, 5, 135, 3, 31,  ,  , 1, 1, 0, 0, 12, 170, 1
1158, 3, Sánchez Augusto,  , Dominican Republic, 15, -9, 40, 4, 82, 186, 379, 6, 37, 1.8, 72, 1, 2, 0, 0, 17, 160, 2
1159, 3, Kochetkov Pavel, Gazprom - RusVelo, Russia, 15, 2, 7, 259, 446, 41, 552, 166, 35, 1.84, 70, 0, 1, 9, 6, 15, 7050, 46
1160, 3, Per David, Adria Mobil, Slovenia, 15, 6, 66, 73, 14, 64, 196, 1, 26, 1.92, 81, 0, 0, 0, 2, 8, 6187, 42
1161, 3, Yeo Boon Kiak,  , Singapore, 15, -2, 25, 27, 0, 55, 0, 0, 33, 1.86, 80, 1, 1, 0, 0, 10, 0, 1
1162, 186, Basson Gustav, ProTouch, South Africa, 15, -47, 89, 44, 50, 40, 299, 13, 25,  ,  , 3, 0, 0, 0, 7, 4178, 35
1163, 2, Goncalves Gaspar, Tavfer-Measindot-Mortágua, Portugal, 15, 0, 66, 7, 41, 39, 11, 25, 26, 1.8, 64, 0, 0, 0, 0, 8, 3992, 27
1164, 2, Sobennicov Andrei,  , Moldova, 15, 8, 55, 33, 0, 16, 3, 2, 33,  ,  , 1, 1, 0, 0, 6, 649, 6
1165, 2, Barta Will, EF Education - Nippo, United States, 15, -129, 16, 24, 145, 380, 35, 53, 25, 1.8, 61, 0, 0, 2, 2, 7, 6138, 39
1166, 2, Petrovski Andrej,  , North Macedonia, 15, -15, 25, 30, 1, 91, 2, 4, 25,  ,  , 1, 5, 0, 0, 7, 112, 4
1167, 2, Mazzone Tom, Saint Piran, Great Britain, 15, 15, 45, 15, 0, 0, 13, 0, 28, 1.86, 74, 1, 0, 0, 0, 1, 2029, 14
1168, 2, Dimevski Predrag,  , North Macedonia, 15, 8, 50, 37, 0, 25, 0, 0, 42,  ,  , 1, 2, 0, 0, 9, 0, 1
1169, 2, Mayho Dominique,  , Bermuda, 15, 11, 50, 79, 0, 55, 0, 0, 27,  ,  , 1, 7, 0, 0, 7, 0, 1
1170, 2, Hillerström Rundh Victor,  , Sweden, 15, 15, 101, 15, 0, 6, 0, 0, 28, 1.8, 65, 1, 1, 0, 0, 1, 465, 4
1171, 2, Ariyan Behnam,  , Iran, 15, -10, 25, 25, 3, 164, 34, 0, 31, 1.86, 70, 1, 1, 0, 0, 7, 0, 2
1172, 2, Lino Julian, Bike Aid, France, 15, 15, 21, 0, 14, 3, 0, 13, 26,  ,  , 0, 0, 0, 0, 1, 4869, 31
1173, 2, Clarke Philip,  , Barbados, 15, 7, 50, 23, 0, 0, 6, 0, 46,  ,  , 1, 2, 0, 0, 5, 0, 1
1174, 2, Davy Clément, Groupama - FDJ, France, 15, 7, 18, 10, 5, 79, 11, 0, 23, 1.84, 73, 0, 0, 0, 2, 3, 8504, 53
1175, 2, Kusaba Keigo, Aisan Racing Team, Japan, 15, 13, 100, 30, 15, 2, 45, 1, 25,  ,  , 1, 1, 0, 0, 4, 559, 5
1176, 2, Khantsi Teboho,  , Lesotho, 15, 15, 0, 15, 0, 0, 0, 0, 30,  ,  , 1, 1, 0, 0, 1, 0, 1
1177, 2, Quarterman Charlie, Trek - Segafredo, Great Britain, 15, 7, 3, 5, 18, 49, 1, 0, 23, 1.8, 75, 0, 0, 0, 0, 3, 6085, 41
1178, 2, Gayral Emmanuel,  , Antigua and Barbuda, 15, 15, 50, 15, 0, 0, 0, 0, 21,  ,  , 1, 1, 0, 0, 1, 130, 3
1179, 2, Setiawan Andreas Odie Purnama, KFC Cycling Team, Indonesia, 15, 0, 28, 7, 0, 70, 17, 19, 24, 1.7, 61, 1, 1, 0, 0, 4, 0, 2
1180, 2, Drizners Jarrad, Hagens Berman Axeon, Australia, 15, -1, 28, 2, 27, 7, 36, 1, 22, 1.86, 70, 0, 0, 0, 0, 2, 6039, 42
1181, 2, Čemažar Nik,  , Slovenia, 15, 15, 45, 15, 289, 22, 6, 0, 22,  ,  , 1, 0, 0, 0, 1, 5266, 43
1182, 2, Molenaar Alex, Burgos-BH, Netherlands, 15, -6, 18, 1, 137, 28, 88, 74, 22, 1.84, 65, 0, 2, 1, 0, 4, 6687, 47
1183, 2, Larsen Mathias, Restaurant Suri - Carl Ras, Denmark, 15, 12, 48, 18, 5, 0, 8, 1, 22, 1.87, 72, 1, 0, 0, 0, 2, 2651, 18
1184, 2, Stojanov Toni,  , Croatia, 15, 15, 28, 0, 0, 30, 0, 0, 24,  ,  , 1, 1, 0, 0, 1, 148, 2
1185, 2, Boutopoulos Georgios,  , Greece, 15, 15, 100, 15, 0, 3, 0, 0, 25,  ,  , 1, 1, 0, 0, 1, 250, 2
1186, -159, Julajuj Alex,  , Guatemala, 15, 9, 50, 29, 6, 10, 36, 18, 23,  ,  , 1, 1, 0, 0, 3, 65, 3
1187, 1, Muzi Shabangu,  , Swaziland, 15, 15, 50, 15, 0, 1, 0, 0, 23,  ,  , 1, 1, 0, 0, 1, 0, 1
1188, 1, Vandenabeele Henri, Development Team DSM, Belgium, 15, -31, 26, 18, 51, 1, 20, 52, 21,  ,  , 0, 0, 0, 0, 2, 5873, 42
1189, 1, Kagimu Charles, Bike Aid, Uganda, 15, 1, 55, 10, 13, 35, 22, 9, 23, 1.8, 63, 0, 0, 0, 0, 5, 3885, 30
1190, 1, Choi Sangjin, Geumsan Insam Cello, South Korea, 15, 8, 25, 7, 4, 30, 0, 0, 21,  ,  , 1, 1, 0, 0, 2, 0, 2
1191, 1, Rougier-Lagane Christopher,  , Mauritius, 15, 8, 25, 10, 11, 155, 2, 8, 23,  ,  , 1, 4, 0, 0, 5, 19, 1
1192, 1, Pritzen Marc Oliver, Team Qhubeka, South Africa, 15, -23, 125, 15, 25, 0, 37, 23, 22,  ,  , 2, 1, 0, 0, 4, 5218, 41
1193, 1, Ärm Rait, Equipe continentale Groupama-FDJ, Estonia, 15, -15, 80, 34, 22, 48, 143, 0, 21, 1.84, 74, 1, 0, 0, 0, 3, 5224, 43
1194, 1, Martinelli Alessio, Team Colpack Ballan, Italy, 15, 15, 46, 4, 11, 0, 16, 7, 20,  ,  , 0, 0, 0, 0, 1, 4067, 29
1195, 1, Monroy Raúl Edgardo,  , El Salvador, 15, 11, 25, 2, 0, 66, 0, 0, 25,  ,  , 1, 1, 0, 0, 2, 170, 3
1196, 1, Evdokimov Danil,  , Uzbekistan, 15, 13, 55, 19, 0, 52, 2, 0, 21,  ,  , 1, 1, 0, 0, 3, 1105, 12
1197, 1, Valle Larry Renys,  , Nicaragua, 15, 15, 25, 0, 0, 38, 2, 0, 26,  ,  , 1, 1, 0, 0, 1, 40, 2
1198, 1, Rujano Jeison José,  , Venezuela, 15, 7, 25, 1, 0, 57, 0, 0, 20,  ,  , 1, 1, 0, 0, 2, 1038, 11
1199, 1, Hietajärvi Matti,  , Finland, 15, 8, 25, 0, 0, 55, 0, 0, 45,  ,  , 1, 1, 0, 0, 2, 127, 2
1200, 1, Milonjić Slobodan,  , Montenegro, 15, 15, 50, 15, 0, 10, 0, 0, 33,  ,  , 1, 1, 0, 0, 1, 506, 6
1201, 1, Aljaber Mohammed,  , Saudi Arabia	, 15, 8, 25, 0, 0, 30, 0, 0, 32,  ,  , 1, 1, 0, 0, 2, 15, 2
1202, 1, Noel Kianny,  , France, 15, 15, 50, 15, 0, 0, 0, 0, 20,  ,  , 1, 1, 0, 0, 1, 70, 1
1203, 1, Alvergue Carlos,  , El Salvador, 15, 15, 50, 15, 0, 0, 0, 0,  ,  ,  , 1, 1, 0, 0, 1, 130, 2
1204, 1, Chehade Karim,  , Libenon, 15, 15, 26, 0, 0, 30, 0, 0,  ,  ,  , 1, 1, 0, 0, 1, 0, 2
1205, 1, Hu Tiantian,  , China, 15, 15, 26, 0, 14, 0, 0, 6,  ,  ,  , 0, 0, 0, 0, 1, 993, 8
1206, 1, Alrahbi Said,  , Oman, 15, 15, 60, 15, 0, 3, 0, 0,  ,  ,  , 1, 1, 0, 0, 1, 116, 2
1207, 201, Tella Arthuce Jodele,  , Cameroon, 14, 11, 21, 0, 14, 6, 161, 27, 37,  ,  , 2, 0, 0, 0, 10, 2941, 23
1208, 0, Thièry Cyrille, Swiss Racing Academy, Switzerland, 14, -8, 50, 23, 53, 87, 93, 13, 31, 1.79, 67, 0, 0, 0, 0, 6, 5056, 34
1209, 0, Holler Nikodemus, Bike Aid, Germany, 14, -149, 25, 20, 416, 89, 582, 68, 30,  , 58, 0, 4, 0, 0, 8, 5222, 39
1210, 0, Kulyk Andriy,  , Ukraine, 14, 8, 88, 81, 77, 13, 2123, 9, 32,  ,  , 0, 1, 0, 0, 10, 2478, 20
1211, 1257, Gutierrez Pedro,  , Venezuela, 14, 13, 25, 48, 66, 202, 127, 42, 32,  ,  , 0, 3, 0, 0, 11, 1758, 17
1212, -1, Freitas Daniel, Radio Popular Boavista, Portugal, 14, -9, 34, 47, 12, 53, 174, 66, 30, 1.71, 64, 0, 0, 0, 0, 7, 3089, 20
1213, -1, Navarrete Segundo,  , Ecuador, 14, 12, 90, 200, 69, 613, 410, 118, 36,  ,  , 0, 4, 0, 0, 15, 1540, 14
1214, -1, Marcato Marco, UAE-Team Emirates, Italy, 14, -29, 6, 3288, 1701, 156, 3424, 785, 37, 1.74, 67, 0, 5, 12, 35, 17, 3585, 21
1215, -1, Piasetski Aliaksandr, Minsk Cycling Club, Belarus, 14, 14, 56, 2, 12, 15, 33, 2, 28, 1.84, 66, 0, 0, 0, 0, 1, 2648, 20
1216, -1, Zahálka Matěj, Elkov - Kasper, Czech Republic, 14, -1, 28, 11, 14, 17, 93, 22, 27, 1.82, 72, 0, 0, 0, 0, 6, 7154, 49
1217, -1, Nakane Hideto, EF Education - Nippo, Japan, 14, -122, 83, 132, 229, 106, 290, 147, 31, 1.7, 55, 0, 1, 0, 2, 9, 4201, 29
1218, -1, Kowalski Dylan, Xelliss - Roubaix Lille Métropole, France, 14, -18, 26, 16, 36, 9, 104, 0, 27, 1.78, 67, 0, 0, 0, 0, 7, 5876, 40
1219, -1, Danilović Marko,  , Serbia, 14, -15, 45, 46, 45, 54, 127, 21, 28,  ,  , 0, 0, 0, 0, 8, 3980, 32
1220, -1, Carstensen Lucas, Bike Aid, Germany, 14, -76, 11, 49, 60, 36, 933, 36, 27, 1.75, 69, 0, 4, 0, 0, 7, 6519, 46
1221, -1, De Vylder Lindsay, Sport Vlaanderen - Baloise, Belgium, 14, 6, 21, 62, 3, 0, 66, 0, 26, 1.83, 70, 0, 0, 0, 2, 8, 3941, 26
1222, -1, Schultz Jesper, Riwal Cycling Team, Denmark, 14, 8, 5, 23, 15, 0, 63, 20, 25, 1.81, 60, 0, 0, 0, 0, 5, 5520, 32
1223, -1, Granigan Noah, Wildlife Generation Pro Cycling, United States, 14, 11, 55, 14, 25, 1, 136, 7, 25, 1.91, 76, 0, 0, 0, 0, 4, 3440, 25
1224, -1, Garibay Orlando,  , Mexico, 14, 12, 85, 43, 2, 0, 65, 0, 28,  ,  , 0, 1, 0, 0, 6, 386, 2
1225, -1, Stites Tyler, Aevolo, United States, 14, -1, 23, 0, 20, 35, 52, 14, 23, 1.78, 60, 1, 0, 0, 0, 4, 1104, 8
1226, -87, Toc Fredy Orlando,  , Guatemala, 14, 12, 35, 7, 8, 49, 38, 4, 24,  ,  , 0, 0, 0, 0, 6, 0, 2
1227, -2, Fouché James, Black Spoke Pro Cycling Academy, New Zealand, 14, -14, 15, 37, 17, 21, 74, 2, 23, 1.84, 69, 0, 1, 0, 0, 4, 6984, 46
1228, -2, Trbić Vladimir,  , Bosnia and Herzegovina, 14, 14, 35, 7, 0, 51, 0, 0, 29,  ,  , 0, 0, 0, 0, 1, 0, 2
1229, -2, Turner Ben, Trinity Racing, Great Britain, 14, 14, 28, 7, 4, 20, 40, 10, 22,  ,  , 0, 0, 0, 0, 1, 3543, 27
1230, -2, Tabellion Valentin, Xelliss - Roubaix Lille Métropole, France, 14, 14, 35, 14, 45, 0, 7, 0, 22,  ,  , 0, 0, 0, 0, 1, 4060, 27
1231, -2, Menegotto Jacopo, General Store Essegibi F.lli Curia, Italy, 14, 14, 39, 12, 0, 0, 15, 0, 21,  ,  , 0, 0, 0, 0, 1, 3423, 26
1232, -2, Van Hemelen Vincent,  , Belgium, 14, 14, 23, 0, 14, 16, 0, 0, 21,  ,  , 0, 0, 0, 0, 1, 642, 5
1233, -2, Barrenetxea Jon, Caja Rural - Seguros RGA, Spain, 14, 14, 9, 8, 5, 0, 0, 2, 21,  ,  , 0, 0, 0, 0, 1, 8802, 58
1234, -2, Ruiz Robinson Steven,  , Peru, 14, 12, 50, 16, 0, 0, 12, 0, 23,  ,  , 0, 0, 0, 0, 4, 160, 1
1235, -2, Andresen Tobias Lund, Development Team DSM, Denmark, 14, 14, 16, 5, 0, 0, 0, 13, 19,  ,  , 1, 0, 0, 0, 1, 4818, 33
1236, -2, Mahoudo Nolann,  , France, 14, 14, 15, 14, 0, 0, 0, 4, 19,  ,  , 0, 0, 0, 0, 1, 1139, 8
1237, -2, Orellana Alfonso Vladimir,  , El Salvador, 14, -8, 35, 22, 0, 50, 2, 0, 43,  ,  , 0, 1, 0, 0, 3, 0, 2
1238, -2, Quammie Albert,  , Saint Vincent and the Grenadines, 14, -3, 35, 17, 0, 50, 0, 0, 32,  ,  , 0, 0, 0, 0, 2, 140, 5
1239, -2, Ymeri Albion,  , Kosovo, 14, -16, 35, 22, 0, 55, 0, 0, 26,  ,  , 0, 2, 0, 0, 2, 588, 5
1240, -2, Podlaski Michał,  , Poland, 13, 7, 8, 44, 81, 0, 311, 12, 33, 1.78, 68, 0, 0, 0, 0, 13, 3680, 25
1241, -2, Gradek Kamil, Vini Zabù, Poland, 13, -54, 11, 167, 477, 621, 444, 13, 31, 1.94, 81, 0, 3, 2, 2, 11, 6069, 40
1242, -2, Gomes Luis, Kelly / Simoldes / UDO , Portugal, 13, -50, 11, 4, 45, 23, 140, 86, 27,  ,  , 0, 2, 0, 0, 7, 3525, 23
1243, -2, Grabis Mateusz, Voster ATS Team, Poland, 13, -1, 33, 46, 20, 0, 160, 16, 27, 1.85, 75, 0, 0, 0, 0, 6, 8966, 62
1244, -2, Azurmendi Ibai, Euskaltel - Euskadi, Spain, 13, 12, 5, 9, 11, 0, 8, 18, 25,  ,  , 0, 0, 0, 0, 4, 5023, 32
1245, -2, Morales Esdras,  , Guatemala, 13, 9, 3, 0, 11, 17, 28, 12, 26,  ,  , 0, 0, 0, 0, 4, 0, 2
1246, -2, Paredes Anderson Timoteo, Best PC Ecuador, Venezuela, 13, -3, 8, 23, 74, 74, 89, 93, 26,  ,  , 1, 0, 0, 0, 7, 1058, 9
1247, -2, Sleen Torjus, Uno-X Pro Cycling Team, Norway, 13, -13, 16, 18, 49, 54, 27, 10, 24, 1.7, 65, 0, 0, 0, 0, 4, 3937, 29
1248, -2, Wang Jiancai, Tianyoude Hotel Cycling Team, China, 13, 5, 22, 0, 14, 0, 11, 15, 26,  ,  , 1, 0, 0, 0, 4, 993, 8
1249, -2, Stalnov Nikita, Astana - Premier Tech, Kazakhstan, 13, -23, 1, 79, 327, 47, 305, 176, 30, 1.76, 63, 0, 1, 2, 3, 12, 6392, 43
1250, -2, Bailey Zefal Trevor,  , Saint Vincent and the Grenadines, 13, -17, 41, 43, 0, 50, 0, 0, 25,  ,  , 0, 3, 0, 0, 3, 220, 5
1251, -2, Muñoz Cristian Camilo, UAE-Team Emirates, Colombia, 13, 3, 25, 8, 33, 4, 10, 21, 25, 1.8, 63, 0, 0, 0, 1, 4, 7478, 51
1252, 264, Mansouri Hamza,  , Algeria, 13, 4, 68, 220, 6, 92, 66, 0, 22,  ,  , 1, 0, 0, 0, 4, 3610, 32
1253, -3, Štoček Matúš, Topforex - ATT Investments, Slovakia, 13, 12, 98, 15, 2, 13, 45, 7, 22, 1.89, 80, 0, 0, 0, 0, 4, 6800, 51
1254, -2, Frigo Marco, SEG Racing Academy, Italy, 13, 6, 31, 10, 15, 6, 26, 12, 21, 1.88, 65, 1, 0, 0, 0, 3, 7246, 56
1255, -2, Vermeulen Moran, Team Felbermayr - Simplon Wels, Austria, 13, -7, 40, 7, 30, 21, 64, 0, 24, 1.88, 65, 0, 0, 0, 0, 5, 4427, 30
1256, -2, Habets Jordan,  , Netherlands, 13, -2, 30, 17, 11, 0, 24, 0, 20,  ,  , 0, 0, 0, 0, 2, 1921, 14
1257, -2, Verre Alessandro, Team Colpack Ballan, Italy, 13, 13, 18, 0, 6, 1, 15, 15, 20,  ,  , 1, 0, 0, 0, 1, 3963, 32
1258, -2, Rojas Gabriel Francisco,  , Costa Rica, 13, 9, 45, 21, 0, 16, 33, 6, 21, 1.7, 59, 0, 0, 0, 0, 3, 340, 4
1259, -2, Gomez Nicolas David, Team Colpack Ballan, Colombia, 13, 3, 55, 23, 0, 0, 74, 0, 21,  ,  , 0, 0, 0, 0, 3, 2651, 22
1260, -2, Hennequin Paul,  , France, 13, 13, 22, 0, 8, 0, 23, 4, 18, 1.75, 59, 1, 0, 0, 0, 1, 2873, 22
1261, -2, Pira Yesid Albeiro,  , Colombia, 13, 13, 22, 0, 8, 3, 8, 15, 22,  ,  , 1, 0, 0, 0, 1, 3818, 32
1262, -2, Christie Marcus,  , Ireland, 12, 5, 20, 0, 0, 129, 12, 0, 30,  ,  , 0, 0, 0, 0, 8, 238, 3
1263, -2, Oyarzún Carlos Iván, Louletano - Loulé Concelho, Chile, 12, -20, 15, 113, 167, 519, 184, 70, 40, 1.77, 66, 0, 0, 1, 2, 14, 4291, 28
1264, -2, Mestre Ricardo, W52 / FC Porto , Portugal, 12, -5, 8, 30, 565, 532, 297, 298, 38, 1.7, 58, 0, 4, 1, 0, 16, 2867, 20
1265, -2, Meijers Jeroen, Terengganu Cycling Team, Netherlands, 12, -36, 45, 222, 514, 7, 659, 82, 28, 1.81, 68, 0, 3, 0, 1, 9, 1449, 11
1266, -2, Antomarchi Julien, Xelliss - Roubaix Lille Métropole, France, 12, 11, 18, 485, 550, 298, 852, 181, 37, 1.78, 70, 0, 4, 0, 1, 16, 6104, 43
1267, -2, van Kessel Corné, Intermarché - Wanty - Gobert Matériaux, Netherlands, 12, 10, 10, 63, 7, 12, 137, 3, 30, 1.77, 68, 0, 0, 0, 0, 5, 2495, 16
1268, -2, Hoelgaard Daniel, Uno-X Pro Cycling Team, Norway, 12, -1, 5, 308, 81, 50, 800, 12, 28, 1.83, 77, 0, 0, 1, 2, 10, 5222, 36
1269, -2, Pacioni Luca, EOLO-Kometa, Italy, 12, -57, 13, 108, 49, 98, 1245, 48, 28, 1.75, 67, 0, 4, 0, 1, 7, 2603, 17
1270, -2, de Vos Adam, Rally Cycling, Canada, 12, -20, 21, 183, 62, 53, 266, 65, 28,  ,  , 0, 2, 0, 0, 7, 5623, 34
1271, -164, Padilla Julio,  , Guatemala, 12, 7, 40, 65, 4, 15, 306, 15, 29,  ,  , 0, 0, 0, 0, 10, 290, 2
1272, -3, Sagiv Guy, Israel Start-Up Nation, Israel, 12, -35, 11, 100, 58, 88, 1, 0, 26, 1.79, 68, 0, 5, 2, 4, 7, 7249, 49
1273, -3, Scott Jacob, Canyon dhb SunGod, Great Britain, 12, 9, 19, 36, 26, 11, 100, 0, 26, 1.82, 68, 0, 0, 0, 0, 6, 4394, 26
1274, -3, Onesti Emanuele, Giotti Victoria - Savini Due, Italy, 12, 8, 5, 11, 0, 20, 63, 12, 26, 1.84, 71, 0, 0, 0, 0, 7, 5770, 41
1275, -3, Quaedvlieg Lars,  , Netherlands, 12, 6, 27, 1, 13, 12, 50, 20, 26,  ,  , 1, 0, 0, 0, 4, 2898, 22
1276, -3, Hagen Carl Fredrik, Israel Start-Up Nation, Norway, 12, -43, 15, 118, 728, 1, 251, 387, 30, 1.8, 65, 0, 0, 2, 1, 7, 2847, 17
1277, -3, Suvadzoglu Giorgi,  , Georgia, 12, 2, 40, 62, 0, 128, 0, 0, 29,  ,  , 0, 0, 0, 0, 9, 143, 4
1278, -3, Bregnhøj Mathias, BHS - PL Beton Bornholm, Denmark, 12, 8, 6, 0, 32, 12, 14, 6, 26, 1.8, 63, 0, 0, 0, 0, 3, 3272, 22
1279, -3, Reyes Ortega Aldemar,  , Colombia, 12, 6, 17, 50, 117, 43, 70, 142, 26, 1.7, 55, 1, 0, 1, 0, 8, 1422, 11
1280, 431, Nieves Xavier,  , Venezuela, 12, 2, 28, 16, 1, 0, 172, 1, 28,  ,  , 1, 0, 0, 0, 8, 1758, 16
1281, -4, Thurau Sven, Dauner D&DQ-Akkon, Germany, 12, 6, 13, 16, 0, 0, 46, 6, 25, 1.86, 73, 0, 0, 0, 0, 3, 2823, 21
1282, -4, Lašinis Venantas, Lviv Continental Cycling Team, Lithuania, 12, 0, 40, 19, 67, 48, 79, 5, 24, 1.79, 69, 0, 0, 0, 0, 5, 1664, 13
1283, -4, Ganjkhanlou Mohammad, Foolad Mobarakeh Sepahan, Iran, 12, -110, 45, 231, 24, 54, 317, 18, 24, 1.77, 70, 0, 2, 0, 0, 6, 440, 6
1284, -4, Iserbyt Eli, Pauwels Sauzen - Bingoal, Belgium, 12, -42, 5, 0, 63, 62, 16, 6, 24, 1.65, 56, 0, 0, 0, 0, 4, 1765, 12
1285, -4, Persico Davide, Team Colpack Ballan, Italy, 12, 8, 8, 0, 0, 0, 44, 0, 20,  ,  , 0, 0, 0, 0, 2, 1246, 9
1286, -4, Jullien Anthony, AG2R Citroën Team, France, 12, 10, 19, 27, 5, 0, 43, 0, 23, 1.78, 72, 0, 0, 0, 0, 4, 6359, 39
1287, -4, Li Zisen, Tianyoude Hotel Cycling Team, China, 12, 7, 17, 0, 0, 0, 128, 1, 24,  ,  , 2, 0, 0, 0, 4, 993, 8
1288, -4, Ansons Kristers, Ampler Development Team, Latvia, 12, 4, 55, 22, 20, 7, 58, 3, 22, 1.84, 77, 0, 0, 0, 0, 4, 4233, 30
1289, -4, Stojnić Veljko, Vini Zabù, Serbia, 12, -31, 23, 17, 26, 109, 26, 14, 22, 1.87, 73, 0, 2, 0, 0, 4, 2923, 20
1290, -4, Misini Egzon,  , Kosovo, 12, -5, 40, 26, 0, 107, 0, 0, 27,  ,  , 0, 1, 0, 0, 6, 588, 5
1291, -4, Hellemose Asbjørn,  , Denmark, 12, 6, 22, 3, 11, 0, 3, 19, 22,  ,  , 0, 0, 0, 0, 2, 5582, 41
1292, 89, Nikiema Bachirou,  , Burkina Faso, 12, -24, 33, 24, 8, 9, 144, 0, 22,  ,  , 0, 0, 0, 0, 3, 2257, 20
1293, -5, O'Brien Kelland,  , Australia, 12, -2, 95, 24, 0, 22, 14, 0, 23, 1.92, 79, 0, 0, 0, 0, 3, 1305, 8
1294, -5, Page Hugo, Equipe continentale Groupama-FDJ, France, 12, 11, 32, 0, 11, 15, 14, 0, 20, 1.85, 71, 0, 0, 0, 0, 2, 3361, 23
1295, -5, Stokke Vegard, Development Team DSM, Norway, 12, 12, 15, 12, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 2381, 15
1296, -5, Fretin Milan, Lotto - Soudal U23, Belgium, 12, 12, 14, 0, 6, 1, 0, 13, 20, 1.82, 70, 0, 0, 0, 0, 1, 2393, 16
1297, -5, Lamperti Luke, Trinity Racing, United States, 12, 12, 13, 0, 0, 0, 20, 0, 18,  ,  , 1, 0, 0, 0, 1, 5720, 40
1298, -5, Sahiri Ayoub,  , Algeria, 12, 12, 40, 12, 0, 0, 8, 0, 20,  ,  , 0, 0, 0, 0, 1, 1401, 12
1299, -5, Rakhimbaev Behzodek,  , Uzbekistan, 12, 5, 40, 17, 0, 20, 0, 0, 19,  ,  , 0, 0, 0, 0, 2, 200, 4
